profile name,source,navigation level,referrer url,webpage url,click utc ts,total_clicks,click_time
User 4,Source 0,accountMenu,,,9/24/22 21:52,1433,2022-09-24 21:52:00
User 4,Source 0,webLink,,,9/24/22 21:52,1433,2022-09-24 21:52:00
User 4,Source 0,browseTitles,,,9/24/22 21:52,1433,2022-09-24 21:52:00
User 4,Source 0,accountMenu,,,9/24/22 21:52,1433,2022-09-24 21:52:00
User 4,Source 0,profilesGate,,,9/24/22 21:52,1433,2022-09-24 21:52:00
User 4,Source 0,browseTitles,,,9/24/22 21:52,1433,2022-09-24 21:52:00
User 4,Source 1,playback,,,9/22/22 9:57,1433,2022-09-22 09:57:00
User 4,Source 1,postPlay,,,9/22/22 9:57,1433,2022-09-22 09:57:00
User 4,Source 1,movieDetails,,,9/22/22 8:50,1433,2022-09-22 08:50:00
User 4,Source 1,playback,,,9/22/22 8:50,1433,2022-09-22 08:50:00
User 4,Source 1,profilesGate,,,9/22/22 8:50,1433,2022-09-22 08:50:00
User 4,Source 1,profilesGate,,,9/22/22 8:50,1433,2022-09-22 08:50:00
User 4,Source 1,movieDetails,,,9/22/22 8:50,1433,2022-09-22 08:50:00
User 4,Source 1,screenSaver,,,9/22/22 5:15,1433,2022-09-22 05:15:00
User 4,Source 1,movieDetails,,,9/22/22 5:15,1433,2022-09-22 05:15:00
User 4,Source 1,movieDetails,,,9/22/22 5:15,1433,2022-09-22 05:15:00
User 4,Source 1,screenSaver,,,9/22/22 5:15,1433,2022-09-22 05:15:00
User 4,Source 1,movieDetails,,,9/22/22 5:10,1433,2022-09-22 05:10:00
User 4,Source 1,screenSaver,,,9/22/22 5:10,1433,2022-09-22 05:10:00
User 4,Source 1,playback,,,9/22/22 5:05,1433,2022-09-22 05:05:00
User 4,Source 1,movieDetails,,,9/22/22 5:05,1433,2022-09-22 05:05:00
User 4,Source 1,playback,,,9/22/22 4:30,1433,2022-09-22 04:30:00
User 4,Source 1,movieDetails,,,9/22/22 4:30,1433,2022-09-22 04:30:00
User 4,Source 1,profilesGate,,,9/22/22 4:30,1433,2022-09-22 04:30:00
User 4,Source 1,movieDetails,,,9/22/22 4:30,1433,2022-09-22 04:30:00
User 4,Source 1,profilesGate,,,9/22/22 4:30,1433,2022-09-22 04:30:00
User 4,Source 1,screenSaver,,,9/21/22 16:18,1433,2022-09-21 16:18:00
User 4,Source 1,movieDetails,,,9/21/22 16:18,1433,2022-09-21 16:18:00
User 4,Source 1,movieDetails,,,9/21/22 16:13,1433,2022-09-21 16:13:00
User 4,Source 1,screenSaver,,,9/21/22 16:13,1433,2022-09-21 16:13:00
User 4,Source 1,playback,,,9/21/22 15:54,1433,2022-09-21 15:54:00
User 4,Source 1,movieDetails,,,9/21/22 15:54,1433,2022-09-21 15:54:00
User 4,Source 1,movieDetails,,,9/21/22 15:19,1433,2022-09-21 15:19:00
User 4,Source 1,playback,,,9/21/22 15:19,1433,2022-09-21 15:19:00
User 4,Source 1,profilesGate,,,9/21/22 15:19,1433,2022-09-21 15:19:00
User 4,Source 1,movieDetails,,,9/21/22 15:19,1433,2022-09-21 15:19:00
User 4,Source 1,profilesGate,,,9/21/22 15:19,1433,2022-09-21 15:19:00
User 4,Source 1,movieDetails,,,9/20/22 15:21,1433,2022-09-20 15:21:00
User 4,Source 1,playback,,,9/20/22 15:21,1433,2022-09-20 15:21:00
User 4,Source 1,movieDetails,,,9/20/22 14:55,1433,2022-09-20 14:55:00
User 4,Source 1,playback,,,9/20/22 14:55,1433,2022-09-20 14:55:00
User 4,Source 1,browseTitles,,,9/20/22 14:55,1433,2022-09-20 14:55:00
User 4,Source 1,movieDetails,,,9/20/22 14:55,1433,2022-09-20 14:55:00
User 4,Source 1,profilesGate,,,9/20/22 14:55,1433,2022-09-20 14:55:00
User 4,Source 1,browseTitles,,,9/20/22 14:55,1433,2022-09-20 14:55:00
User 4,Source 1,profilesGate,,,9/20/22 14:55,1433,2022-09-20 14:55:00
User 4,Source 1,browseTitles,,,9/19/22 4:04,1433,2022-09-19 04:04:00
User 4,Source 1,movieDetails,,,9/19/22 4:04,1433,2022-09-19 04:04:00
User 4,Source 1,episodesSelector,,,9/19/22 4:04,1433,2022-09-19 04:04:00
User 4,Source 1,movieDetails,,,9/19/22 4:04,1433,2022-09-19 04:04:00
User 4,Source 1,movieDetails,,,9/19/22 4:04,1433,2022-09-19 04:04:00
User 4,Source 1,episodesSelector,,,9/19/22 4:04,1433,2022-09-19 04:04:00
User 4,Source 1,playback,,,9/19/22 4:04,1433,2022-09-19 04:04:00
User 4,Source 1,movieDetails,,,9/19/22 4:04,1433,2022-09-19 04:04:00
User 4,Source 1,postPlay,,,9/19/22 4:03,1433,2022-09-19 04:03:00
User 4,Source 1,playback,,,9/19/22 4:03,1433,2022-09-19 04:03:00
User 4,Source 1,playback,,,9/19/22 4:03,1433,2022-09-19 04:03:00
User 4,Source 1,postPlay,,,9/19/22 4:03,1433,2022-09-19 04:03:00
User 4,Source 1,movieDetails,,,9/19/22 4:01,1433,2022-09-19 04:01:00
User 4,Source 1,playback,,,9/19/22 4:01,1433,2022-09-19 04:01:00
User 4,Source 1,profilesGate,,,9/19/22 4:01,1433,2022-09-19 04:01:00
User 4,Source 1,movieDetails,,,9/19/22 4:01,1433,2022-09-19 04:01:00
User 4,Source 1,profilesGate,,,9/19/22 4:01,1433,2022-09-19 04:01:00
User 4,Source 1,postPlay,,,9/18/22 15:33,1433,2022-09-18 15:33:00
User 4,Source 1,playback,,,9/18/22 15:33,1433,2022-09-18 15:33:00
User 4,Source 1,playback,,,9/18/22 15:33,1433,2022-09-18 15:33:00
User 4,Source 1,postPlay,,,9/18/22 15:33,1433,2022-09-18 15:33:00
User 4,Source 1,postPlay,,,9/18/22 15:12,1433,2022-09-18 15:12:00
User 4,Source 1,playback,,,9/18/22 15:12,1433,2022-09-18 15:12:00
User 4,Source 1,postPlay,,,9/18/22 15:12,1433,2022-09-18 15:12:00
User 4,Source 1,playback,,,9/18/22 15:12,1433,2022-09-18 15:12:00
User 4,Source 1,playback,,,9/18/22 15:00,1433,2022-09-18 15:00:00
User 4,Source 1,postPlay,,,9/18/22 15:00,1433,2022-09-18 15:00:00
User 4,Source 1,postPlay,,,9/18/22 15:00,1433,2022-09-18 15:00:00
User 4,Source 1,playback,,,9/18/22 15:00,1433,2022-09-18 15:00:00
User 4,Source 1,postPlay,,,9/18/22 14:44,1433,2022-09-18 14:44:00
User 4,Source 1,playback,,,9/18/22 14:44,1433,2022-09-18 14:44:00
User 4,Source 1,playback,,,9/18/22 14:44,1433,2022-09-18 14:44:00
User 4,Source 1,postPlay,,,9/18/22 14:44,1433,2022-09-18 14:44:00
User 4,Source 1,movieDetails,,,9/18/22 14:40,1433,2022-09-18 14:40:00
User 4,Source 1,playback,,,9/18/22 14:40,1433,2022-09-18 14:40:00
User 4,Source 1,movieDetails,,,9/18/22 14:40,1433,2022-09-18 14:40:00
User 4,Source 1,browseTitles,,,9/18/22 14:40,1433,2022-09-18 14:40:00
User 4,Source 1,profilesGate,,,9/18/22 14:39,1433,2022-09-18 14:39:00
User 4,Source 1,browseTitles,,,9/18/22 14:39,1433,2022-09-18 14:39:00
User 4,Source 1,profilesGate,,,9/18/22 14:39,1433,2022-09-18 14:39:00
User 4,Source 1,playback,,,9/17/22 16:27,1433,2022-09-17 16:27:00
User 4,Source 1,movieDetails,,,9/17/22 16:27,1433,2022-09-17 16:27:00
User 4,Source 1,movieDetails,,,9/17/22 16:22,1433,2022-09-17 16:22:00
User 4,Source 1,playback,,,9/17/22 16:22,1433,2022-09-17 16:22:00
User 4,Source 1,playback,,,9/17/22 16:22,1433,2022-09-17 16:22:00
User 4,Source 1,movieDetails,,,9/17/22 16:22,1433,2022-09-17 16:22:00
User 4,Source 1,movieDetails,,,9/17/22 16:20,1433,2022-09-17 16:20:00
User 4,Source 1,playback,,,9/17/22 16:20,1433,2022-09-17 16:20:00
User 4,Source 1,browseTitles,,,9/17/22 16:20,1433,2022-09-17 16:20:00
User 4,Source 1,movieDetails,,,9/17/22 16:20,1433,2022-09-17 16:20:00
User 4,Source 1,playback,,,9/17/22 16:20,1433,2022-09-17 16:20:00
User 4,Source 1,browseTitles,,,9/17/22 16:20,1433,2022-09-17 16:20:00
User 4,Source 1,profilesGate,,,9/17/22 16:20,1433,2022-09-17 16:20:00
User 4,Source 1,browseTitles,,,9/17/22 16:20,1433,2022-09-17 16:20:00
User 4,Source 1,browseTitles,,,9/17/22 16:20,1433,2022-09-17 16:20:00
User 4,Source 1,playback,,,9/17/22 16:20,1433,2022-09-17 16:20:00
User 4,Source 1,profilesGate,,,9/17/22 16:19,1433,2022-09-17 16:19:00
User 4,Source 0,browseTitles,,,9/17/22 16:18,1433,2022-09-17 16:18:00
User 4,Source 0,movieDetails,,,9/17/22 16:18,1433,2022-09-17 16:18:00
User 4,Source 0,browseTitles,,,9/17/22 16:18,1433,2022-09-17 16:18:00
User 4,Source 0,profilesGate,,,9/17/22 16:18,1433,2022-09-17 16:18:00
User 4,Source 0,profilesGate,,,9/17/22 15:50,1433,2022-09-17 15:50:00
User 4,Source 0,browseTitles,,,9/17/22 15:50,1433,2022-09-17 15:50:00
User 4,Source 1,playback,,,9/17/22 4:22,1433,2022-09-17 04:22:00
User 4,Source 1,movieDetails,,,9/17/22 4:22,1433,2022-09-17 04:22:00
User 4,Source 1,playback,,,9/17/22 4:08,1433,2022-09-17 04:08:00
User 4,Source 1,movieDetails,,,9/17/22 4:08,1433,2022-09-17 04:08:00
User 4,Source 1,profilesGate,,,9/17/22 4:07,1433,2022-09-17 04:07:00
User 4,Source 1,movieDetails,,,9/17/22 4:07,1433,2022-09-17 04:07:00
User 4,Source 1,profilesGate,,,9/17/22 4:07,1433,2022-09-17 04:07:00
User 4,Source 1,screenSaver,,,9/16/22 16:32,1433,2022-09-16 16:32:00
User 4,Source 1,movieDetails,,,9/16/22 16:32,1433,2022-09-16 16:32:00
User 4,Source 1,screenSaver,,,9/16/22 16:26,1433,2022-09-16 16:26:00
User 4,Source 1,movieDetails,,,9/16/22 16:26,1433,2022-09-16 16:26:00
User 4,Source 1,playback,,,9/16/22 16:20,1433,2022-09-16 16:20:00
User 4,Source 1,movieDetails,,,9/16/22 16:20,1433,2022-09-16 16:20:00
User 4,Source 1,postPlay,,,9/16/22 15:57,1433,2022-09-16 15:57:00
User 4,Source 1,playback,,,9/16/22 15:57,1433,2022-09-16 15:57:00
User 4,Source 1,playback,,,9/16/22 15:57,1433,2022-09-16 15:57:00
User 4,Source 1,postPlay,,,9/16/22 15:57,1433,2022-09-16 15:57:00
User 4,Source 1,movieDetails,,,9/16/22 15:38,1433,2022-09-16 15:38:00
User 4,Source 1,playback,,,9/16/22 15:38,1433,2022-09-16 15:38:00
User 4,Source 1,playback,,,9/16/22 15:23,1433,2022-09-16 15:23:00
User 4,Source 1,movieDetails,,,9/16/22 15:23,1433,2022-09-16 15:23:00
User 4,Source 1,movieDetails,,,9/16/22 15:16,1433,2022-09-16 15:16:00
User 4,Source 1,playback,,,9/16/22 15:16,1433,2022-09-16 15:16:00
User 4,Source 1,playback,,,9/16/22 15:14,1433,2022-09-16 15:14:00
User 4,Source 1,movieDetails,,,9/16/22 15:14,1433,2022-09-16 15:14:00
User 4,Source 1,playback,,,9/16/22 15:07,1433,2022-09-16 15:07:00
User 4,Source 1,postPlay,,,9/16/22 15:07,1433,2022-09-16 15:07:00
User 4,Source 1,playback,,,9/16/22 15:07,1433,2022-09-16 15:07:00
User 4,Source 1,postPlay,,,9/16/22 15:07,1433,2022-09-16 15:07:00
User 4,Source 1,movieDetails,,,9/16/22 14:48,1433,2022-09-16 14:48:00
User 4,Source 1,playback,,,9/16/22 14:48,1433,2022-09-16 14:48:00
User 4,Source 1,movieDetails,,,9/16/22 14:48,1433,2022-09-16 14:48:00
User 4,Source 1,profilesGate,,,9/16/22 14:48,1433,2022-09-16 14:48:00
User 4,Source 1,profilesGate,,,9/16/22 14:48,1433,2022-09-16 14:48:00
User 4,Source 1,movieDetails,,,9/16/22 5:08,1433,2022-09-16 05:08:00
User 4,Source 1,playback,,,9/16/22 5:08,1433,2022-09-16 05:08:00
User 4,Source 1,playback,,,9/16/22 4:51,1433,2022-09-16 04:51:00
User 4,Source 1,postPlay,,,9/16/22 4:51,1433,2022-09-16 04:51:00
User 4,Source 1,playback,,,9/16/22 4:51,1433,2022-09-16 04:51:00
User 4,Source 1,postPlay,,,9/16/22 4:51,1433,2022-09-16 04:51:00
User 4,Source 1,postPlay,,,9/16/22 4:31,1433,2022-09-16 04:31:00
User 4,Source 1,playback,,,9/16/22 4:31,1433,2022-09-16 04:31:00
User 4,Source 1,postPlay,,,9/16/22 4:31,1433,2022-09-16 04:31:00
User 4,Source 1,playback,,,9/16/22 4:31,1433,2022-09-16 04:31:00
User 4,Source 1,postPlay,,,9/16/22 4:09,1433,2022-09-16 04:09:00
User 4,Source 1,playback,,,9/16/22 4:09,1433,2022-09-16 04:09:00
User 4,Source 1,playback,,,9/16/22 4:09,1433,2022-09-16 04:09:00
User 4,Source 1,postPlay,,,9/16/22 4:09,1433,2022-09-16 04:09:00
User 4,Source 1,movieDetails,,,9/16/22 4:05,1433,2022-09-16 04:05:00
User 4,Source 1,playback,,,9/16/22 4:05,1433,2022-09-16 04:05:00
User 4,Source 1,playback,,,9/16/22 4:04,1433,2022-09-16 04:04:00
User 4,Source 1,movieDetails,,,9/16/22 4:04,1433,2022-09-16 04:04:00
User 4,Source 1,playback,,,9/16/22 3:49,1433,2022-09-16 03:49:00
User 4,Source 1,movieDetails,,,9/16/22 3:49,1433,2022-09-16 03:49:00
User 4,Source 1,playback,,,9/16/22 3:44,1433,2022-09-16 03:44:00
User 4,Source 1,movieDetails,,,9/16/22 3:44,1433,2022-09-16 03:44:00
User 4,Source 1,movieDetails,,,9/16/22 3:35,1433,2022-09-16 03:35:00
User 4,Source 1,playback,,,9/16/22 3:35,1433,2022-09-16 03:35:00
User 4,Source 1,profilesGate,,,9/16/22 3:34,1433,2022-09-16 03:34:00
User 4,Source 1,profilesGate,,,9/16/22 3:34,1433,2022-09-16 03:34:00
User 4,Source 1,movieDetails,,,9/16/22 3:34,1433,2022-09-16 03:34:00
User 4,Source 1,movieDetails,,,9/15/22 15:18,1433,2022-09-15 15:18:00
User 4,Source 1,playback,,,9/15/22 15:18,1433,2022-09-15 15:18:00
User 4,Source 1,movieDetails,,,9/15/22 14:55,1433,2022-09-15 14:55:00
User 4,Source 1,playback,,,9/15/22 14:55,1433,2022-09-15 14:55:00
User 4,Source 1,profilesGate,,,9/15/22 14:55,1433,2022-09-15 14:55:00
User 4,Source 1,movieDetails,,,9/15/22 14:55,1433,2022-09-15 14:55:00
User 4,Source 1,profilesGate,,,9/15/22 14:55,1433,2022-09-15 14:55:00
User 4,Source 1,playback,,,9/15/22 8:10,1433,2022-09-15 08:10:00
User 4,Source 1,movieDetails,,,9/15/22 8:10,1433,2022-09-15 08:10:00
User 4,Source 1,playback,,,9/15/22 8:10,1433,2022-09-15 08:10:00
User 4,Source 1,postPlay,,,9/15/22 8:10,1433,2022-09-15 08:10:00
User 4,Source 1,playback,,,9/15/22 8:10,1433,2022-09-15 08:10:00
User 4,Source 1,postPlay,,,9/15/22 8:10,1433,2022-09-15 08:10:00
User 4,Source 1,postPlay,,,9/15/22 7:57,1433,2022-09-15 07:57:00
User 4,Source 1,playback,,,9/15/22 7:57,1433,2022-09-15 07:57:00
User 4,Source 1,postPlay,,,9/15/22 7:57,1433,2022-09-15 07:57:00
User 4,Source 1,playback,,,9/15/22 7:57,1433,2022-09-15 07:57:00
User 4,Source 1,playback,,,9/15/22 7:48,1433,2022-09-15 07:48:00
User 4,Source 1,episodesSelector,,,9/15/22 7:48,1433,2022-09-15 07:48:00
User 4,Source 1,episodesSelector,,,9/15/22 7:47,1433,2022-09-15 07:47:00
User 4,Source 1,movieDetails,,,9/15/22 7:47,1433,2022-09-15 07:47:00
User 4,Source 1,movieDetails,,,9/15/22 7:47,1433,2022-09-15 07:47:00
User 4,Source 1,playback,,,9/15/22 7:47,1433,2022-09-15 07:47:00
User 4,Source 1,postPlay,,,9/15/22 7:47,1433,2022-09-15 07:47:00
User 4,Source 1,playback,,,9/15/22 7:47,1433,2022-09-15 07:47:00
User 4,Source 1,postPlay,,,9/15/22 7:47,1433,2022-09-15 07:47:00
User 4,Source 1,playback,,,9/15/22 7:47,1433,2022-09-15 07:47:00
User 4,Source 1,movieDetails,,,9/15/22 7:45,1433,2022-09-15 07:45:00
User 4,Source 1,playback,,,9/15/22 7:45,1433,2022-09-15 07:45:00
User 4,Source 1,profilesGate,,,9/15/22 7:45,1433,2022-09-15 07:45:00
User 4,Source 1,movieDetails,,,9/15/22 7:45,1433,2022-09-15 07:45:00
User 4,Source 1,profilesGate,,,9/15/22 7:45,1433,2022-09-15 07:45:00
User 4,Source 1,playback,,,9/15/22 5:03,1433,2022-09-15 05:03:00
User 4,Source 1,movieDetails,,,9/15/22 5:03,1433,2022-09-15 05:03:00
User 4,Source 1,postPlay,,,9/15/22 5:03,1433,2022-09-15 05:03:00
User 4,Source 1,playback,,,9/15/22 5:03,1433,2022-09-15 05:03:00
User 4,Source 1,playback,,,9/15/22 5:03,1433,2022-09-15 05:03:00
User 4,Source 1,postPlay,,,9/15/22 5:03,1433,2022-09-15 05:03:00
User 4,Source 1,postPlay,,,9/15/22 4:43,1433,2022-09-15 04:43:00
User 4,Source 1,playback,,,9/15/22 4:43,1433,2022-09-15 04:43:00
User 4,Source 1,playback,,,9/15/22 4:43,1433,2022-09-15 04:43:00
User 4,Source 1,postPlay,,,9/15/22 4:43,1433,2022-09-15 04:43:00
User 4,Source 1,postPlay,,,9/15/22 4:24,1433,2022-09-15 04:24:00
User 4,Source 1,playback,,,9/15/22 4:24,1433,2022-09-15 04:24:00
User 4,Source 1,playback,,,9/15/22 4:24,1433,2022-09-15 04:24:00
User 4,Source 1,postPlay,,,9/15/22 4:24,1433,2022-09-15 04:24:00
User 4,Source 1,postPlay,,,9/15/22 4:04,1433,2022-09-15 04:04:00
User 4,Source 1,playback,,,9/15/22 4:04,1433,2022-09-15 04:04:00
User 4,Source 1,playback,,,9/15/22 4:04,1433,2022-09-15 04:04:00
User 4,Source 1,postPlay,,,9/15/22 4:04,1433,2022-09-15 04:04:00
User 4,Source 1,movieDetails,,,9/15/22 3:43,1433,2022-09-15 03:43:00
User 4,Source 1,playback,,,9/15/22 3:43,1433,2022-09-15 03:43:00
User 4,Source 1,profilesGate,,,9/15/22 3:42,1433,2022-09-15 03:42:00
User 4,Source 1,movieDetails,,,9/15/22 3:42,1433,2022-09-15 03:42:00
User 4,Source 1,profilesGate,,,9/15/22 3:42,1433,2022-09-15 03:42:00
User 4,Source 1,movieDetails,,,9/14/22 15:24,1433,2022-09-14 15:24:00
User 4,Source 1,postPlay,,,9/14/22 15:24,1433,2022-09-14 15:24:00
User 4,Source 1,playback,,,9/14/22 15:24,1433,2022-09-14 15:24:00
User 4,Source 1,postPlay,,,9/14/22 15:24,1433,2022-09-14 15:24:00
User 4,Source 1,postPlay,,,9/14/22 14:59,1433,2022-09-14 14:59:00
User 4,Source 1,playback,,,9/14/22 14:59,1433,2022-09-14 14:59:00
User 4,Source 1,playback,,,9/14/22 14:59,1433,2022-09-14 14:59:00
User 4,Source 1,postPlay,,,9/14/22 14:59,1433,2022-09-14 14:59:00
User 4,Source 1,postPlay,,,9/14/22 14:42,1433,2022-09-14 14:42:00
User 4,Source 1,playback,,,9/14/22 14:42,1433,2022-09-14 14:42:00
User 4,Source 1,playback,,,9/14/22 14:42,1433,2022-09-14 14:42:00
User 4,Source 1,postPlay,,,9/14/22 14:42,1433,2022-09-14 14:42:00
User 4,Source 1,playback,,,9/14/22 14:32,1433,2022-09-14 14:32:00
User 4,Source 1,movieDetails,,,9/14/22 14:32,1433,2022-09-14 14:32:00
User 4,Source 1,profilesGate,,,9/14/22 14:32,1433,2022-09-14 14:32:00
User 4,Source 1,movieDetails,,,9/14/22 14:32,1433,2022-09-14 14:32:00
User 4,Source 1,profilesGate,,,9/14/22 14:32,1433,2022-09-14 14:32:00
User 4,Source 1,postPlay,,,9/14/22 8:03,1433,2022-09-14 08:03:00
User 4,Source 1,playback,,,9/14/22 8:03,1433,2022-09-14 08:03:00
User 4,Source 1,playback,,,9/14/22 8:03,1433,2022-09-14 08:03:00
User 4,Source 1,postPlay,,,9/14/22 8:03,1433,2022-09-14 08:03:00
User 4,Source 1,playback,,,9/14/22 7:53,1433,2022-09-14 07:53:00
User 4,Source 1,movieDetails,,,9/14/22 7:53,1433,2022-09-14 07:53:00
User 4,Source 1,profilesGate,,,9/14/22 7:53,1433,2022-09-14 07:53:00
User 4,Source 1,movieDetails,,,9/14/22 7:53,1433,2022-09-14 07:53:00
User 4,Source 1,profilesGate,,,9/14/22 7:53,1433,2022-09-14 07:53:00
User 4,Source 1,playback,,,9/14/22 4:44,1433,2022-09-14 04:44:00
User 4,Source 1,movieDetails,,,9/14/22 4:44,1433,2022-09-14 04:44:00
User 4,Source 1,postPlay,,,9/14/22 4:38,1433,2022-09-14 04:38:00
User 4,Source 1,playback,,,9/14/22 4:38,1433,2022-09-14 04:38:00
User 4,Source 1,postPlay,,,9/14/22 4:38,1433,2022-09-14 04:38:00
User 4,Source 1,playback,,,9/14/22 4:38,1433,2022-09-14 04:38:00
User 4,Source 1,postPlay,,,9/14/22 4:30,1433,2022-09-14 04:30:00
User 4,Source 1,playback,,,9/14/22 4:30,1433,2022-09-14 04:30:00
User 4,Source 1,postPlay,,,9/14/22 4:30,1433,2022-09-14 04:30:00
User 4,Source 1,playback,,,9/14/22 4:30,1433,2022-09-14 04:30:00
User 4,Source 1,movieDetails,,,9/14/22 4:15,1433,2022-09-14 04:15:00
User 4,Source 1,playback,,,9/14/22 4:15,1433,2022-09-14 04:15:00
User 4,Source 1,browseTitles,,,9/14/22 4:15,1433,2022-09-14 04:15:00
User 4,Source 1,movieDetails,,,9/14/22 4:15,1433,2022-09-14 04:15:00
User 4,Source 1,browseTitles,,,9/14/22 4:15,1433,2022-09-14 04:15:00
User 4,Source 1,profilesGate,,,9/14/22 4:15,1433,2022-09-14 04:15:00
User 4,Source 1,browseTitles,,,9/14/22 4:15,1433,2022-09-14 04:15:00
User 4,Source 1,playback,,,9/13/22 15:57,1433,2022-09-13 15:57:00
User 4,Source 1,movieDetails,,,9/13/22 15:57,1433,2022-09-13 15:57:00
User 4,Source 1,postPlay,,,9/13/22 15:46,1433,2022-09-13 15:46:00
User 4,Source 1,playback,,,9/13/22 15:46,1433,2022-09-13 15:46:00
User 4,Source 1,postPlay,,,9/13/22 15:46,1433,2022-09-13 15:46:00
User 4,Source 1,playback,,,9/13/22 15:46,1433,2022-09-13 15:46:00
User 4,Source 1,postPlay,,,9/13/22 15:28,1433,2022-09-13 15:28:00
User 4,Source 1,playback,,,9/13/22 15:28,1433,2022-09-13 15:28:00
User 4,Source 1,playback,,,9/13/22 15:28,1433,2022-09-13 15:28:00
User 4,Source 1,postPlay,,,9/13/22 15:28,1433,2022-09-13 15:28:00
User 4,Source 1,movieDetails,,,9/13/22 15:11,1433,2022-09-13 15:11:00
User 4,Source 1,playback,,,9/13/22 15:11,1433,2022-09-13 15:11:00
User 4,Source 1,browseTitles,,,9/13/22 15:11,1433,2022-09-13 15:11:00
User 4,Source 1,movieDetails,,,9/13/22 15:11,1433,2022-09-13 15:11:00
User 4,Source 1,movieDetails,,,9/13/22 15:11,1433,2022-09-13 15:11:00
User 4,Source 1,browseTitles,,,9/13/22 15:11,1433,2022-09-13 15:11:00
User 4,Source 1,playback,,,9/13/22 15:07,1433,2022-09-13 15:07:00
User 4,Source 1,movieDetails,,,9/13/22 15:07,1433,2022-09-13 15:07:00
User 4,Source 1,postPlay,,,9/13/22 14:55,1433,2022-09-13 14:55:00
User 4,Source 1,playback,,,9/13/22 14:55,1433,2022-09-13 14:55:00
User 4,Source 1,playback,,,9/13/22 14:54,1433,2022-09-13 14:54:00
User 4,Source 1,postPlay,,,9/13/22 14:54,1433,2022-09-13 14:54:00
User 4,Source 1,movieDetails,,,9/13/22 14:42,1433,2022-09-13 14:42:00
User 4,Source 1,playback,,,9/13/22 14:42,1433,2022-09-13 14:42:00
User 4,Source 1,profilesGate,,,9/13/22 14:42,1433,2022-09-13 14:42:00
User 4,Source 1,movieDetails,,,9/13/22 14:42,1433,2022-09-13 14:42:00
User 4,Source 1,profilesGate,,,9/13/22 14:42,1433,2022-09-13 14:42:00
User 4,Source 1,postPlay,,,9/13/22 8:05,1433,2022-09-13 08:05:00
User 4,Source 1,playback,,,9/13/22 8:05,1433,2022-09-13 08:05:00
User 4,Source 1,playback,,,9/13/22 8:05,1433,2022-09-13 08:05:00
User 4,Source 1,postPlay,,,9/13/22 8:05,1433,2022-09-13 08:05:00
User 4,Source 1,playback,,,9/13/22 8:00,1433,2022-09-13 08:00:00
User 4,Source 1,postPlay,,,9/13/22 8:00,1433,2022-09-13 08:00:00
User 4,Source 1,playback,,,9/13/22 8:00,1433,2022-09-13 08:00:00
User 4,Source 1,postPlay,,,9/13/22 8:00,1433,2022-09-13 08:00:00
User 4,Source 1,postPlay,,,9/13/22 8:00,1433,2022-09-13 08:00:00
User 4,Source 1,playback,,,9/13/22 8:00,1433,2022-09-13 08:00:00
User 4,Source 1,postPlay,,,9/13/22 8:00,1433,2022-09-13 08:00:00
User 4,Source 1,playback,,,9/13/22 8:00,1433,2022-09-13 08:00:00
User 4,Source 1,postPlay,,,9/13/22 7:59,1433,2022-09-13 07:59:00
User 4,Source 1,playback,,,9/13/22 7:59,1433,2022-09-13 07:59:00
